id,code,llsoa,mlsoa,reference_area,owned_hh,male,christian,density,gt_3bedrooms,mainlanguage_english,lone_parent,gt_2people_per_hh,full_time_worker,gte_lvl4_education,verygood_health,good_health,white,uk_citizen,avg_age,avg_hh_income,satisfaction,worthwhile,happy_yesterday
1687,CM13 1SS,6303424,6279714,Brentwood_003B,0.7100313479623824,0.4649122807017544,0.6942355889724311,4.1,0.109717868338558,0.9839640795381654,0.42650602409638555,0.17084639498432602,0.6795865633074936,0.2132295719844358,0.4705513784461153,0.31704260651629074,0.9091478696741855,0.9273182957393483,41.94924812030075,680,,7.69,7.28
1688,CM13 1SP,6303424,6279714,Brentwood_003B,0.7100313479623824,0.4649122807017544,0.6942355889724311,4.1,0.109717868338558,0.9839640795381654,0.42650602409638555,0.17084639498432602,0.6795865633074936,0.2132295719844358,0.4705513784461153,0.31704260651629074,0.9091478696741855,0.9273182957393483,41.94924812030075,680,,7.69,7.28
1689,CM4 9SD,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1690,CM11 1HL,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1691,CM11 1HH,6303215,6279672,Basildon_001A,0.9536679536679536,0.4920520231213873,0.6820809248554913,14.9,0.5135135135135135,0.9783096484667165,0.2755474452554745,0.17374517374517376,0.6800618238021638,0.36405109489051096,0.5917630057803468,0.31358381502890176,0.9277456647398844,0.9378612716763006,41.00433526011561,1150,7.78,7.99,7.67
1692,CM4 9FB,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1693,CM4 9DG,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1694,CM4 9DF,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1695,CM4 9DE,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1696,CM4 9DA,6303573,6279750,Chelmsford_018B,0.656498673740053,0.4946300715990454,0.7136038186157518,0.7,0.1843501326259947,0.9914686166971359,0.35920959774170785,0.13660477453580902,0.7019607843137254,0.25335215243472126,0.47195704057279236,0.3436754176610978,0.9415274463007159,0.9516706443914081,46.0417661097852,800,7.56,7.83,7.45
1697,CM4 9DQ,6314842,6279750,Chelmsford_018E,0.875,0.48976438779451525,0.7219003476245655,1.1,0.25170068027210885,0.9894076108277756,0.3225950782997763,0.12244897959183673,0.6409395973154363,0.30380313199105147,0.4607956740054075,0.3553495558130552,0.9548088064889919,0.951332560834299,48.519505600618,800
1698,CM4 9DD,6303573,6279750,Chelmsford_018B,0.656498673740053,0.4946300715990454,0.7136038186157518,0.7,0.1843501326259947,0.9914686166971359,0.35920959774170785,0.13660477453580902,0.7019607843137254,0.25335215243472126,0.47195704057279236,0.3436754176610978,0.9415274463007159,0.9516706443914081,46.0417661097852,800,,7.83,7.45
